row;NCIt Code;NCIt PT;NCIt Definition;CTCAE PT;CTCAE 5.0 Definition;MedDRA Term;MedDRA Code;MedDRA TermType;MedDRA Version
3355;C145524;Grade 3 Pelvic Pain, CTCAE;"Severe pain; limiting self care ADL";Grade 3 Pelvic pain;"Severe pain; limiting self care ADL";Pelvic pain;10034263;LLT;20,1
3356;C146680;Penile Pain, CTCAE 5.0;A disorder characterized by a sensation of marked discomfort in the penis.;Penile pain;A disorder characterized by a sensation of marked discomfort in the penis.;Penile pain;10034310;LLT;20,1
3357;C56171;Grade 1 Penile Pain, CTCAE;Mild pain;Grade 1 Penile pain;Mild pain;Penile pain;10034310;LLT;20,1
3358;C56172;Grade 2 Penile Pain, CTCAE;"Moderate pain; limiting instrumental ADL";Grade 2 Penile pain;"Moderate pain; limiting instrumental ADL";Penile pain;10034310;LLT;20,1
3359;C56173;Grade 3 Penile Pain, CTCAE;"Severe pain; limiting self care ADL";Grade 3 Penile pain;"Severe pain; limiting self care ADL";Penile pain;10034310;LLT;20,1
3360;C146681;Perineal Pain, CTCAE 5.0;A disorder characterized by a sensation of marked discomfort in the area between the genital organs and the anus.;Perineal pain;A disorder characterized by a sensation of marked discomfort in the area between the genital organs and the anus.;Perineal pain;10061339;LLT;20,1
3361;C144325;Grade 1 Perineal Pain, CTCAE;Mild pain;Grade 1 Perineal pain;Mild pain;Perineal pain;10061339;LLT;20,1
3362;C144906;Grade 2 Perineal Pain, CTCAE;"Moderate pain; limiting instrumental ADL";Grade 2 Perineal pain;"Moderate pain; limiting instrumental ADL";Perineal pain;10061339;LLT;20,1
3363;C145529;Grade 3 Perineal Pain, CTCAE;"Severe pain; limiting self care ADL";Grade 3 Perineal pain;"Severe pain; limiting self care ADL";Perineal pain;10061339;LLT;20,1
3364;C143777;Premature Menopause, CTCAE;A disorder characterized by premature ovarian failure. Symptoms may include hot flashes, night sweats, mood swings, and a decrease in sex drive. Laboratory findings include elevated luteinizing hormone (LH) and follicle-stimulating hormone (FSH.);Premature menopause;A disorder characterized by premature ovarian failure. Symptoms may include hot flashes, night sweats, mood swings, and a decrease in sex drive. Laboratory findings include elevated luteinizing hormone (LH) and follicle-stimulating hormone (FSH.);Premature menopause;10036601;LLT;20,1
3365;C144937;Grade 2 Premature Menopause, CTCAE;Present;Grade 2 Premature menopause;Present;Premature menopause;10036601;LLT;20,1
3366;C56552;Prostatic Hemorrhage, CTCAE;A disorder characterized by bleeding from the prostate gland.;Prostatic hemorrhage;A disorder characterized by bleeding from the prostate gland.;Prostatic hemorrhage;10055325;LLT;20,1
3367;C56315;Grade 1 Prostatic Hemorrhage, CTCAE;"Mild symptoms; intervention not indicated";Grade 1 Prostatic hemorrhage;"Mild symptoms; intervention not indicated";Prostatic hemorrhage;10055325;LLT;20,1
3368;C56364;Grade 2 Prostatic Hemorrhage, CTCAE;"Moderate symptoms; intervention indicated";Grade 2 Prostatic hemorrhage;"Moderate symptoms; intervention indicated";Prostatic hemorrhage;10055325;LLT;20,1
3369;C56414;Grade 3 Prostatic Hemorrhage, CTCAE;"Transfusion indicated; invasive intervention indicated; hospitalization";Grade 3 Prostatic hemorrhage;"Transfusion indicated; invasive intervention indicated; hospitalization";Prostatic hemorrhage;10055325;LLT;20,1
3370;C56463;Grade 4 Prostatic Hemorrhage, CTCAE;"Life-threatening consequences; urgent intervention indicated";Grade 4 Prostatic hemorrhage;"Life-threatening consequences; urgent intervention indicated";Prostatic hemorrhage;10055325;LLT;20,1
3371;C56512;Grade 5 Prostatic Hemorrhage, CTCAE;Death;Grade 5 Prostatic hemorrhage;Death;Prostatic hemorrhage;10055325;LLT;20,1
3372;C143784;Prostatic Obstruction, CTCAE;A disorder characterized by compression of the urethra secondary to enlargement of the prostate gland. This results in voiding difficulties (straining to void, slow urine stream, and incomplete emptying of the bladder).;Prostatic obstruction;A disorder characterized by compression of the urethra secondary to enlargement of the prostate gland. This results in voiding difficulties (straining to void, slow urine stream, and incomplete emptying of the bladder).;Prostatic obstruction;10055026;LLT;20,1
3373;C144352;Grade 1 Prostatic Obstruction, CTCAE;"Asymptomatic; clinical or diagnostic observations only; intervention not indicated";Grade 1 Prostatic obstruction;"Asymptomatic; clinical or diagnostic observations only; intervention not indicated";Prostatic obstruction;10055026;LLT;20,1
3374;C144944;Grade 2 Prostatic Obstruction, CTCAE;"Symptomatic; elective intervention indicated";Grade 2 Prostatic obstruction;"Symptomatic; elective intervention indicated";Prostatic obstruction;10055026;LLT;20,1
3375;C145566;Grade 3 Prostatic Obstruction, CTCAE;"Severe symptoms; invasive intervention indicated";Grade 3 Prostatic obstruction;"Severe symptoms; invasive intervention indicated";Prostatic obstruction;10055026;LLT;20,1
3376;C146664;Prostatic Pain, CTCAE 5.0;A disorder characterized by a sensation of marked discomfort in the prostate gland.;Prostatic pain;A disorder characterized by a sensation of marked discomfort in the prostate gland.;Prostatic pain;10036968;LLT;20,1
3377;C144353;Grade 1 Prostatic Pain, CTCAE;Mild pain;Grade 1 Prostatic pain;Mild pain;Prostatic pain;10036968;LLT;20,1
3378;C144945;Grade 2 Prostatic Pain, CTCAE;"Moderate pain; limiting instrumental ADL";Grade 2 Prostatic pain;"Moderate pain; limiting instrumental ADL";Prostatic pain;10036968;LLT;20,1
3379;C145567;Grade 3 Prostatic Pain, CTCAE;"Severe pain; limiting self care ADL";Grade 3 Prostatic pain;"Severe pain; limiting self care ADL";Prostatic pain;10036968;LLT;20,1
3380;C143808;Reproductive System and Breast Disorders - Other, Specify, CTCAE;;Reproductive system and breast disorders - Other, specify;;Reproductive system and breast disorders - Other, specify;10038604;LLT;20,1
3381;C144380;Grade 1 Reproductive System and Breast Disorders - Other, Specify, CTCAE;"Asymptomatic or mild symptoms; clinical or diagnostic observations only; intervention not indicated";Grade 1 Reproductive system and breast disorders - Other, specify;"Asymptomatic or mild symptoms; clinical or diagnostic observations only; intervention not indicated";Reproductive system and breast disorders - Other, specify;10038604;LLT;20,1
3382;C144974;Grade 2 Reproductive System and Breast Disorders - Other, Specify, CTCAE;"Moderate; minimal, local or noninvasive intervention indicated; limiting age-appropriate instrumental ADL";Grade 2 Reproductive system and breast disorders - Other, specify;"Moderate; minimal, local or noninvasive intervention indicated; limiting age-appropriate instrumental ADL";Reproductive system and breast disorders - Other, specify;10038604;LLT;20,1
3383;C145597;Grade 3 Reproductive System and Breast Disorders - Other, Specify, CTCAE;"Severe or medically significant but not immediately life-threatening; hospitalization or prolongation of existing hospitalization indicated; limiting self care ADL";Grade 3 Reproductive system and breast disorders - Other, specify;"Severe or medically significant but not immediately life-threatening; hospitalization or prolongation of existing hospitalization indicated; limiting self care ADL";Reproductive system and breast disorders - Other, specify;10038604;LLT;20,1
3384;C146094;Grade 4 Reproductive System and Breast Disorders - Other, Specify, CTCAE;"Life-threatening consequences; urgent intervention indicated";Grade 4 Reproductive system and breast disorders - Other, specify;"Life-threatening consequences; urgent intervention indicated";Reproductive system and breast disorders - Other, specify;10038604;LLT;20,1
3385;C146529;Grade 5 Reproductive System and Breast Disorders - Other, Specify, CTCAE;Death;Grade 5 Reproductive system and breast disorders - Other, specify;Death;Reproductive system and breast disorders - Other, specify;10038604;LLT;20,1
3386;C146665;Scrotal Pain, CTCAE 5.0;A disorder characterized by a sensation of marked discomfort in the scrotal area.;Scrotal pain;A disorder characterized by a sensation of marked discomfort in the scrotal area.;Scrotal pain;10039757;LLT;20,1
3387;C144391;Grade 1 Scrotal Pain, CTCAE;Mild pain;Grade 1 Scrotal pain;Mild pain;Scrotal pain;10039757;LLT;20,1
3388;C144989;Grade 2 Scrotal Pain, CTCAE;"Moderate pain; limiting instrumental ADL";Grade 2 Scrotal pain;"Moderate pain; limiting instrumental ADL";Scrotal pain;10039757;LLT;20,1
3389;C145610;Grade 3 Scrotal Pain, CTCAE;"Severe pain; limiting self care ADL";Grade 3 Scrotal pain;"Severe pain; limiting self care ADL";Scrotal pain;10039757;LLT;20,1
3390;C56563;Spermatic Cord Hemorrhage, CTCAE;A disorder characterized by bleeding from the spermatic cord.;Spermatic cord hemorrhage;A disorder characterized by bleeding from the spermatic cord.;Spermatic cord hemorrhage;10065762;LLT;20,1
3391;C56320;Grade 1 Spermatic Cord Hemorrhage, CTCAE;"Mild symptoms; intervention not indicated";Grade 1 Spermatic cord hemorrhage;"Mild symptoms; intervention not indicated";Spermatic cord hemorrhage;10065762;LLT;20,1
3392;C56369;Grade 2 Spermatic Cord Hemorrhage, CTCAE;"Moderate symptoms; intervention indicated";Grade 2 Spermatic cord hemorrhage;"Moderate symptoms; intervention indicated";Spermatic cord hemorrhage;10065762;LLT;20,1
3393;C56419;Grade 3 Spermatic Cord Hemorrhage, CTCAE;"Transfusion indicated; invasive intervention indicated; hospitalization";Grade 3 Spermatic cord hemorrhage;"Transfusion indicated; invasive intervention indicated; hospitalization";Spermatic cord hemorrhage;10065762;LLT;20,1
3394;C56468;Grade 4 Spermatic Cord Hemorrhage, CTCAE;"Life-threatening consequences; urgent intervention indicated";Grade 4 Spermatic cord hemorrhage;"Life-threatening consequences; urgent intervention indicated";Spermatic cord hemorrhage;10065762;LLT;20,1
3395;C56517;Grade 5 Spermatic Cord Hemorrhage, CTCAE;Death;Grade 5 Spermatic cord hemorrhage;Death;Spermatic cord hemorrhage;10065762;LLT;20,1
3396;C146757;Spermatic Cord Obstruction, CTCAE 5.0;A disorder characterized by blockage of the normal flow of the contents of the spermatic cord.;Spermatic cord obstruction;A disorder characterized by blockage of the normal flow of the contents of the spermatic cord.;Spermatic cord obstruction;10065805;LLT;20,1
3397;C56784;Grade 1 Spermatic Cord Obstruction, CTCAE;"Asymptomatic; clinical or diagnostic observations only; intervention not indicated";Grade 1 Spermatic cord obstruction;"Asymptomatic; clinical or diagnostic observations only; intervention not indicated";Spermatic cord obstruction;10065805;LLT;20,1
3398;C56845;Grade 2 Spermatic Cord Obstruction, CTCAE;"Symptomatic; elective intervention indicated";Grade 2 Spermatic cord obstruction;"Symptomatic; elective intervention indicated";Spermatic cord obstruction;10065805;LLT;20,1
3399;C56906;Grade 3 Spermatic Cord Obstruction, CTCAE;"Severe symptoms; invasive intervention indicated";Grade 3 Spermatic cord obstruction;"Severe symptoms; invasive intervention indicated";Spermatic cord obstruction;10065805;LLT;20,1
3400;C56566;Testicular Hemorrhage, CTCAE;A disorder characterized by bleeding from the testis.;Testicular hemorrhage;A disorder characterized by bleeding from the testis.;Testicular hemorrhage;10055347;LLT;20,1
3401;C56323;Grade 1 Testicular Hemorrhage, CTCAE;"Mild symptoms; intervention not indicated";Grade 1 Testicular hemorrhage;"Mild symptoms; intervention not indicated";Testicular hemorrhage;10055347;LLT;20,1
3402;C56372;Grade 2 Testicular Hemorrhage, CTCAE;"Moderate symptoms; intervention indicated";Grade 2 Testicular hemorrhage;"Moderate symptoms; intervention indicated";Testicular hemorrhage;10055347;LLT;20,1
3403;C56422;Grade 3 Testicular Hemorrhage, CTCAE;"Transfusion indicated; invasive intervention indicated; hospitalization";Grade 3 Testicular hemorrhage;"Transfusion indicated; invasive intervention indicated; hospitalization";Testicular hemorrhage;10055347;LLT;20,1
3404;C56471;Grade 4 Testicular Hemorrhage, CTCAE;"Life-threatening consequences; urgent intervention indicated";Grade 4 Testicular hemorrhage;"Life-threatening consequences; urgent intervention indicated";Testicular hemorrhage;10055347;LLT;20,1
3405;C56520;Grade 5 Testicular Hemorrhage, CTCAE;Death;Grade 5 Testicular hemorrhage;Death;Testicular hemorrhage;10055347;LLT;20,1
3406;C143872;Testicular Disorder, CTCAE;A disorder characterized by abnormal function or appearance of the testis.;Testicular disorder;A disorder characterized by abnormal function or appearance of the testis.;Testicular disorder;10043306;LLT;20,1
3407;C144426;Grade 1 Testicular Disorder, CTCAE;"Asymptomatic; clinical or diagnostic observations only; intervention not indicated";Grade 1 Testicular disorder;"Asymptomatic; clinical or diagnostic observations only; intervention not indicated";Testicular disorder;10043306;LLT;20,1
3408;C145032;Grade 2 Testicular Disorder, CTCAE;"Symptomatic but not interfering with sexual function; intervention not indicated; limiting instrumental ADL";Grade 2 Testicular disorder;"Symptomatic but not interfering with sexual function; intervention not indicated; limiting instrumental ADL";Testicular disorder;10043306;LLT;20,1
3409;C145654;Grade 3 Testicular Disorder, CTCAE;"Severe symptoms; interfering with sexual function; limiting self care ADL; intervention indicated";Grade 3 Testicular disorder;"Severe symptoms; interfering with sexual function; limiting self care ADL; intervention indicated";Testicular disorder;10043306;LLT;20,1
3410;C146143;Grade 4 Testicular Disorder, CTCAE;"Life-threatening consequences; urgent intervention indicated";Grade 4 Testicular disorder;"Life-threatening consequences; urgent intervention indicated";Testicular disorder;10043306;LLT;20,1
3411;C146666;Testicular Pain, CTCAE 5.0;A disorder characterized by a sensation of marked discomfort in the testis.;Testicular pain;A disorder characterized by a sensation of marked discomfort in the testis.;Testicular pain;10043345;LLT;20,1
3412;C144428;Grade 1 Testicular Pain, CTCAE;Mild pain;Grade 1 Testicular pain;Mild pain;Testicular pain;10043345;LLT;20,1
3413;C145034;Grade 2 Testicular Pain, CTCAE;"Moderate pain; limiting instrumental ADL";Grade 2 Testicular pain;"Moderate pain; limiting instrumental ADL";Testicular pain;10043345;LLT;20,1
3414;C145656;Grade 3 Testicular Pain, CTCAE;"Severe pain; limiting self care ADL";Grade 3 Testicular pain;"Severe pain; limiting self care ADL";Testicular pain;10043345;LLT;20,1
3415;C143916;Uterine Fistula, CTCAE;A disorder characterized by an abnormal communication between the uterus and another organ or anatomic site.;Uterine fistula;A disorder characterized by an abnormal communication between the uterus and another organ or anatomic site.;Uterine fistula;10065811;LLT;20,1
3416;C144461;Grade 1 Uterine Fistula, CTCAE;Asymptomatic;Grade 1 Uterine fistula;Asymptomatic;Uterine fistula;10065811;LLT;20,1
